stock_symbol,timestamp,sentiment_score
AAPL,2023-04-22 00:00:00,4.082971
AAPL,2023-04-23 00:00:00,4.20207
AAPL,2023-04-24 00:00:00,3.291788
AAPL,2023-04-25 00:00:00,3.2886398
AAPL,2023-04-26 00:00:00,2.6849294
AAPL,2023-04-27 00:00:00,3.248944
AAPL,2023-04-28 00:00:00,2.9060411
AAPL,2023-04-29 00:00:00,3.264834
AAPL,2023-04-30 00:00:00,2.721459
AAPL,2023-05-01 00:00:00,3.0288105
AAPL,2023-05-02 00:00:00,2.5970507
AAPL,2023-05-03 00:00:00,2.4242532
AAPL,2023-05-04 00:00:00,2.6169813
AAPL,2023-05-05 00:00:00,3.9152148
AAPL,2023-05-06 00:00:00,3.0602536
AAPL,2023-05-07 00:00:00,3.3625588
AAPL,2023-05-08 00:00:00,3.5417974
AAPL,2023-05-09 00:00:00,2.9090793
AAPL,2023-05-10 00:00:00,3.2721436
AAPL,2023-05-11 00:00:00,2.8838632
AAPL,2023-05-12 00:00:00,2.8107574
AAPL,2023-05-13 00:00:00,4.846487
AAPL,2023-05-14 00:00:00,4.484625
AAPL,2023-05-15 00:00:00,3.2836723
AAPL,2023-05-16 00:00:00,3.0001264
AAPL,2023-05-17 00:00:00,3.6067383
AAPL,2023-05-18 00:00:00,3.150152
AAPL,2023-05-19 00:00:00,2.698833
AAPL,2023-05-20 00:00:00,3.9437904
AAPL,2023-05-21 00:00:00,4.081294
AAPL,2023-05-22 00:00:00,3.0160427
AAPL,2023-05-23 00:00:00,2.8917115
AAPL,2023-05-24 00:00:00,3.4969568
AAPL,2023-05-25 00:00:00,3.5264766
AAPL,2023-05-26 00:00:00,3.6650388
AAPL,2023-05-27 00:00:00,3.4357114
AAPL,2023-05-28 00:00:00,4.5090504
AAPL,2023-05-29 00:00:00,3.3318102
AAPL,2023-05-30 00:00:00,3.4666367
AAPL,2023-05-31 00:00:00,3.4556355
AAPL,2023-06-01 00:00:00,3.1893232
AAPL,2023-06-02 00:00:00,3.2574253
AAPL,2023-06-03 00:00:00,2.9589062
AAPL,2023-06-04 00:00:00,3.3673625
AAPL,2023-06-05 00:00:00,3.303364
AAPL,2023-06-06 00:00:00,3.2653973
AAPL,2023-06-07 00:00:00,3.5354035
AAPL,2023-06-08 00:00:00,2.6105597
AAPL,2023-06-09 00:00:00,3.4815638
AAPL,2023-06-10 00:00:00,3.2952552
AAPL,2023-06-11 00:00:00,2.3045797
AAPL,2023-06-12 00:00:00,3.1483572
AAPL,2023-06-13 00:00:00,3.7107158
AAPL,2023-06-14 00:00:00,3.3242223
AAPL,2023-06-15 00:00:00,3.3174517
AAPL,2023-06-16 00:00:00,3.410646
AAPL,2023-06-17 00:00:00,2.3024096
AAPL,2023-06-18 00:00:00,3.6228044
AAPL,2023-06-19 00:00:00,3.475845
AAPL,2023-06-20 00:00:00,3.3592985
AAPL,2023-06-21 00:00:00,3.903602
AAPL,2023-06-22 00:00:00,3.1560388
AAPL,2023-06-23 00:00:00,3.014482
AAPL,2023-06-24 00:00:00,3.8624704
AAPL,2023-06-25 00:00:00,3.8933804
AAPL,2023-06-26 00:00:00,2.7941084
AAPL,2023-06-27 00:00:00,3.3807907
AAPL,2023-06-28 00:00:00,3.397153
AAPL,2023-06-29 00:00:00,3.0295644
AAPL,2023-06-30 00:00:00,3.6002269
AAPL,2023-07-01 00:00:00,3.1355906
AAPL,2023-07-02 00:00:00,3.5090744
AAPL,2023-07-03 00:00:00,2.9724734
AAPL,2023-07-04 00:00:00,3.1888611
AAPL,2023-07-05 00:00:00,2.8783078
AAPL,2023-07-06 00:00:00,3.4255958
AAPL,2023-07-07 00:00:00,3.1998298
AAPL,2023-07-08 00:00:00,3.9984124
AAPL,2023-07-09 00:00:00,2.6168797
AAPL,2023-07-10 00:00:00,3.1018333
AAPL,2023-07-11 00:00:00,3.3464684
AAPL,2023-07-12 00:00:00,3.1370735
AAPL,2023-07-13 00:00:00,3.36741
AAPL,2023-07-14 00:00:00,3.62842
AAPL,2023-07-15 00:00:00,3.471624
AAPL,2023-07-16 00:00:00,3.6080375
AAPL,2023-07-17 00:00:00,3.2300003
AAPL,2023-07-18 00:00:00,3.2016184
